ID,School,ADDRESS,Mobile
67180,Anshul Vidya Mandir,"Vrindavandham Bagh Road, Jobat, Dist. Alirajpur (M.P.) 457887",918815091698
67187,mansarowar public high school,"M P Nagar, Satai Road, Green Avenue Colony, Chhatarpur - 471001 (Gali No 02), Satai-Chhatarpur Rd, Ambedkar Nagar, Chhatarpur, Madhya Pradesh 471001",919425882545
67193,Hillside college of pharmacy @ research centre,"9, Kanakapura Rd, Raghuvanahalli, Bangalore City Municipal Corporation Layout, Bengaluru, Karnataka 560062",919243788829
67204,KHARAGPUR PVT. INDUSTRIAL TRAINING INSTITUTE-Suman Aacharya,"Walipur Bus Stand (NH-6), Kharagpur - 1, Walipur, Kharagpur, West Bengal 721301",919800098555
67208,Ganga Sheel Group of Medical College,"Kamua, Bisalpur Road Bareilly (U.P) 243001",919520064444
67210,DPS,"Near sub divisional office, Nirmali, India, 847452",919135707003
67213,Contai Public School,"Contai Public School , Add- Dakshin Gopinathpur, P.O.- Contai Super Market, Distt- Purba Medinipur, West Bengal, Pin No.- 721402, Phone No. - 9734482037/ 9432427407",919434005757
67227,Sunrise International School-Sudhakar Reddy Madireddy,"Deendar Palli, Bhakarapeta, Andhra Pradesh 517194",919160020473
67228,Global Oriental Public School-Shamshad Ahmad,"Patherdewa, Deoria , Uttar Pradesh, 274404 Near Police Chowki",919415275810
67256,Eastern Residential Public School,"Ramol , Pachgachhi road, Azamnagar
Salmari, Bihar 855113
India",919934586942
67375,Life Vision Academy,"near new Tehsil, Civil Lines, Lalitpur, Uttar Pradesh 284403 Contact- 88405 29156",917007697784
67375,Life Vision Academy-Suhail,"Kadwaya, Madhya Pradesh 473335",917007697784
67413,Labbaik Scholars school,"Labbaik scholars school, 80B Dr. Sundari mohan,Avenue,Kolkata 700014, near 1st floor,Above bandan bank.",919934471823
67457,Third Millennium Public School Nowshera,"amar bagh bela, ward no 01 ,Nowsher 185151",919858501390
67513,WAVE INTERNATIONAL SCHOOL-Krishna Kumar,"Siyantand, Baramasia, Jharkhand 815312",919708502321
67622,AKC Education,"AKC SCHOOL, NARBADA NAGAR CHAMTI KHERA ROAD CHITTORGARH, pin 312001, Rajsthan, Mo.No 94142 02332",919414202332
67674,Gurukul Vidyalaya,"Bhaisana, Jogipura, Madhya Pradesh 465685",919131333194
67680,K N Patel School-Payal Siddhapura,"Shayona Green, KNPIS Shankus Green Memories Party Plot Lane, Besides, Gota, Ahmedabad, Gujarat 382481",919375001414
67682,vardhman higher secondary schoolMohit Gandhi,"Police Station, CM - 8 & 9, near Hira Nagar, Sector CH, Sukhlia, Indore, Madhya Pradesh 452010",918085398777
67706,Birsa residential school,"saldega,PO/PS dist simdega(JH) 835223",919386048376
67708,Gurukulam-Sivanesan Kandaiah,"Alangirankadu Road, Aranthangi, Pudukkottai, Tamil Nadu, 614624, India",919600680849
67767,Muskan International School,"Muskan International School Kantabanji, Dist: Bolangir, State: Odisha, Pin code: 767039",919937794103
67768,Sham Golden Academy,"Sham Golden Academy, 36/D, Topsia Road (East) Kolkata - Pin -700100, Uttar Panchanna Gram",917003548967
67793,Sai School of Education-Vipul Sharma,"Sai School of Education,Near Power House, Poonch, Pincode :185101",919797726631
67838,Dewan Global School Kids,"21, 3, PNB Rd, Sector 3, Jagrati Vihar, Meerut, Uttar Pradesh 250004",918006880333
67851,Shiv shakti international School,"Nambiyampalayam Village, Avinashi Taluk, Thekkalur Post, Tiruppur - 641654 Contact - 9943607071",917904727456
67891,Jnanodaya English Medium Public School-Vijay Kumar Harale,"Bull-temple road, Shankara Park, Shankarapuram, Bangalore – 560 004",919844757274
67910,Praveen Vidyapeeth-Deepak Jadon,"NH2, Sirsaganj, Jugmudi, Uttar Pradesh 283151",919528385650
67952,RED ROSE PLAY SCHOOL-AMIT KUMAR BHARDWAJ,"Baraut, Baoli Road, Baraut Baghpat, Baraut - 250611 (Near Cheap Gun House)",919719864450 Amit sir
67986,Brilliant Public School-Deep Parmar,"kasturi courtyard, 247-248, near new rto office, transport nagar, Kokta, Bhopal, Madhya Pradesh 462022",919893535318
67995,Kidzee Pre School-Geeta Ahuja,"New Mondha, Parbhani, Maharashtra 431401",919028193935
68022,sunshine public school,"Sunshine Public School, Jind Road, Kaithal, Kaithal, India, Haryana (136027)",919467190005
68053,The Mount School,"Chakmusa Road, Patna Aurangabad Road, Phulwarisharif, Patna - 801505 (Near Nakti Bhawani)",919334110068
68053,The Mount School,"Near AIIMS, Naktibhawani,Khagaul Naubatpur Road
Patna, India 801105",919334110068
68061,Mount Valley International School,"N.H. 76, Near Sukhwara Bus Stand, Sukhwara, Distt.- Chittorgarh (Raj) 312602",919929687831
68061,Mount Valley International School-Ramniwas Dhakar,"Mount Valley International School Sarlai, Peeo Sukhwara, Bhadesar Chittaurgarh Sarlai1 (pincode: 312613) Rajasthan.",919929687831
68061,Mount Valley International School-Ramniwas Dhakar,"Sukhwara, Chittaurgarh, India, Rajasthan 312613",919929687831
68081,om Gyan Kendra -Hemendra Agrawal,"Om Gyan Kendra, Shivpuri Block B, Saloda Road, Gangapur, Rajasthan 322201",919982777518
68085,"AHA Public School, Chapra-Gulam Jilani","Jalalpur, Chapra, NH-85, Saran, Bihar 841301",919031657206
68096,P. S. KHUBBA CBSE SCHOOL LATUR,"Prabhu Estate, Khubba Nagar, Basveshwar Chouk (East, Ring Rd, Latur, Maharashtra 413512",919673190999
68143,RISING BUDS PUBLIC SCHOOL,"POORE BADAL WARD, NAGAR PANCHAYAT SUBEHA, BARABANKI 225125",919161500483
68148,dream valley school-Khader Mohd,"Dewdi,Karam ali khan Tappa Chabutra, Karwan Rd, Hyderabad, Telangana 500006",919491194876
68178,Vivekanand Shiksa Samiti Maulasar,"NEAR SAI TEMPLE,JHAROD ROAD,MAULASAR,NAGAUR,341506",918432777772
68185,"St Joseph World School, Karhal-Navneet Yadav","Saifai Bypass Karhal (Near Police Station, Uttar Pradesh 205264",919818950388
68241,Sir Isaac Newton school,"Velankanni Road, Pappakoil, Nagapattinam, Tamil Nadu 611102",919003757537
68246,Shree Sai Gurukul Prashanta Kumar Sahoo,"Sankharo, PBarapur, Basudevpur, Bhadrak State, 756046",919040265161
68252,Star Hybrid School,"Deoria Bypass Tiraha behind icici bank, near Om Supar Bazaar, Gorakhpur, Uttar Pradesh, 273002",919838927234
68270,Simna Public School-Imran khan,"Chikhli, Rajnandgaon - 491441 (Pond, Raman Bazar)",919300323366
68273,crown public school,"114, Sant Nagar, near Sant Nagar garden Sawer Road, Ujjain, Madhya Pradesh 456001",919826078441
68311,MAXX WORLD SCHOOL,"R5X7+373, Bajaura, Himachal Pradesh 175125",919816031100
68311,MAXX WORLD SCHOOL,Garsa Rd. Bajaura Kullu HP 175141,919816031100
68317,Shri Hari Vidyaniketan-rajesh kumar meher,"Padarparapara, Tarbha, Odisha 767016",917978929922
68328,Sardonyx School - Jhajha-M Akhtar Sardonyx,"Domar Pokhar, Sohajana, Jhajha, Jamui-811308,",918298855384
68349,GLOBAL MONTESSORI HOUSE,"HSR Layout, Sector 1, Beside Agara Flyover, Bangalore 560102, Karnataka",919986494980
68352,Alfa Advanced School,"Jodhpur Bilara Padasla Kallan, Gps Np Pipad Shahar_Ward No. 9 Rajasthan India 342601",918769377471
68361,Sanskriti Public School,"In front of guest house,
Shivpuri-Jhansi(NH25) Road,
Karera, Dist. Shivpuri (M.P.)
Pincode – 473660",919131965139
68365,Empire College Of Science,"Moodal, Kuttippuram, Kerala 679571",919946211243
68366,ARQAM ENGLISH SCHOOL,"TATA NAGAR ,NEAR SUNNI JAMA MASJID OPP,C’BLOCK DEONAR MUNICIPAL COLONY GOVANDI MUMBAI 400043",919004762301
68368,Sri Sai concept school-K.Reddeiah,"Kurnool - Ongole Main Rd, Samatha Nagar, Sujatha Nagar, Ongole, Andhra Pradesh 523002",919505503412
68375,Sunshine public school,"16/7 dodda gollarahatti, magadi, main road , banglore - 560091",919844585548
68376,Gurukul Vidya Bhawan,"Gurukul Vidhya Bhawan Sec.School ,Address- Near Talab , Amrakunj,Dahod Road Thikariya, Banswara (Raj.), Pin Code-327001",919460431999
68379,"Bachpan and Seven Star Convent School, Khunkhuna Station - Dinesh","Maulasar Rd, Maulasar, Rajasthan 341506, India",919783301121-Director Dinesh
68396,Bright Line Education,"Vpo Tikker, Shimla, India, Himachal Pradesh 173217",919816944789
68398,Baba Aapo Aap Guru Nanak Public School,"Nabha-Dhuri Link Road (SH-12A), Mansoorpur (Chhintanwala) Tehsil: Nabha District: Patiala, Punjab, INDIA, Sangrur - Nabha Rd, Chhintanwala, Punjab 147201, India",919855077773
68400,SVM CHILDRENS ACADEMY,"svm children's academy,diwan anagar khora bisal, Jairampura road, Jaipur, Pin - 302012",919829854868
68402,Gurukul International School,"Samarth Complex, Near Samarth Petroleum, Nashik-Saputara Highway, Dindori , Dindori, India, Maharashtra 422202",919552667478
68417,Shree Narsingh Vidhya Higher Secondary School-Sunil Kumar Upadhyay,"samba Ghagwal,M.S Radial Naran, Jammu & Kashmir 184141",919419107455
68585,Rose Public School,"V & Po Suliali Teh Nurpur Distt Kangra, Himachal Pradesh, 176211",919999999999
68597,Vipul Educational Institution,VIPUL PUBLIC SCHOOL Dungra chhota Teh. Sajjangarh Dist. Banswara Rajasthan 327602,919828705752
68624,YUG NIRMAN SHIKSHAN SANSTHAN SENIOR SECONDARY SCHOOL,"Yug Nirman shikshan sansthan inter college,Deoria Khas,,District -Deoria,State -U P,Pin code -274001",919792600213
68638,Oriental Naga Academy-Khathing Luiram,"39W9+2G7, Ukhrul, Manipur 795142",919077777775
68640,LIMRA INSTITUTE (temporatr,ly closed),919733330049
68650,Chaitanya Gurukul,"Mehkar Rd, DIST:, Chikhli, Maharashtra 443201",919158009158
68664,Shan-E-Sleeba Vidhya Mandir,"Adarsh Nagar, Kaytha, Tarana, Ujjain, M.P., Tarana, Ujjain - 456665",919424863011
68672,SKS Doon World School-Vishnu Varshney,"SH 43, Budaun, Jakhaulia, Uttar Pradesh 243726,",918126740185
68678,Dream Valley Educational Institute-Altaf Maqbool,"Dream Valley Educational Institute Tangdar, District Kupwara, Tehsil Tarathpora, Pincode 193224",919596342402
68685,GVJ International School,"Uppathur Rd, N. Venkateshwarapuram, Sattur, Peddureddipatti, Tamil Nadu 626205",919940309757
68703,Elite Global School-Bhagirath Singh Rawat,"ROAD, Delanpur, Sailana, Madhya Pradesh 457001",919413752212
68728,Shemford futuristic school kupwara- John Mohd,"Birpur, adjoining Imperial Resorts, Jammu, Jammu and Kashmir 181133",919149812615
68729,"Vision Public School, Nagda","Vision Public School, 28/5, Prakash Nagar, Nagda Jn. 456335",919111271438
68733,GOLDEN VALLEY H S SCHOOL-Joydip Deb,"GOLDEN VALLEY H S SCHOOL, PADMAPUR, DHARMANAGAR, PIN 799250, TRIPURA",919436132294
68740,D.P.S.D Public School,"KANNAUJ BYPASS ROAD

BILGRAM DIST.HARDOI

UTTARPRADESH 241301",919871764213
68741,Rani Bhabani Vidyaniketan,"Rani Bhabani Vidyaniketan , Index No:-E3-099, Saderghat. Raghunathganj.Murshidabad, Pin -742225 , Phone - 03483356008/7407605008,9434441529",919434441529
68746,St.Anns College,"12-2-823, ST. ANNS COLLEGE, A/45, St Anns Rd, Santosh Nagar, Mehdipatnam, Hyderabad, Telangana 500028",919999999999
68749,Creative Corner Pre School,"2129, Block A, Sector 10, Urban Estate, Jind, Haryana 126102",919812227387
68757,Vedic Indian School-Naveen Kumar Nandey,"Harishankar lane, opposite aditya vision 7004508433, Haji Nagar Colony, Mithanpura, Muzaffarpur, Bihar 842002",919973552286
68775,Yash Group of Institutes,Near Railway station Satona Kh TQ. Partur Dist Jalna Maharashtra 431502.,919673282872
68777,Lions Convent Higher Secondary School,"AB Rd, near Chhoti Bijasan ,NH3, Sendhwa, Pipaldhar, Madhya Pradesh 451666",918959824356
68806,Embesow Matric High School,"M . C Road, Marapattu Girisamudra, Vaniyambadi HO, Vaniyambadi - 635751 (Near To Naser Bali Company Ltd)",918072527911
68821,Golden Spring School-Patan Sak,"Khan Estate, T.Sakibanda, Andhra Pradesh 516214",917799612447
68841,Kudos International School-Dr Kuljeet kaur,"Kudos International School, Add:- Nainwan Road, Near Bahadur Singh Circle Bundi - Rajasthan, Pin code 323001, Phone 07472457336, Mobile 9828117001",919828117001
68842,Satyaketu Vidyalaya-Yudhvir Singh,"KOTLI MIAN FATEH, R S PURA, Jammu, Jammu and Kashmir 181132",919858235473
68879,New Light Public School,"New Light Public School, Chitterkote karnah kupwara J&K 193225",919622472747
68913,Maharishi Dayanand Public School,"345- a/11 Near C.R.P.F. GC-1 MASUDA GATE, Ajmer, Rajasthan 305001",919784502143
68925,Gurukul International Convent School akash yadav,"Janakpur Near Darauli Railway station, Muhammadpur Phooli Road, Zamania, Uttar Pradesh 232326",918052848484
68935,Elite Minds School,"Elite Minds International School Campus, Village Chinniga, Jannapura - Mudigere, Karnataka 577132",919900333393
68949,PBS Gurukul-bhagvat sonawane,"74/1 Near Railway Flyover, Kotamgaon Kh, Yeola, Maharashtra 423401",918806272733
68950,Ashram High School-Father Thomas,"Ashram Vidyalaya, Malikhedi, Ghattia, Ujjain, Ghattia, Ujjain - 456550",918075515425
68972,Tunga Pre-Primary School-Selvam R S Subramani,"Tunga Pre and Primary School, Hospet - 583225 (Behind Anjenaya Temple)",919449622566
69043,SHEILING HOUSE,"Zoe Ville, 10/498, Allenganj, Kanpur, Uttar Pradesh 208001",91915122530678
69066,Sanskriti Global School Badnagar,"The Sanskriti Global School, SH-18, Ujjain Barnagar Highway, Near Kharsod khurd, Barnagar, Distt. Ujjain 456222",919179772607
69182,G NEXT MODEL SCHOOL,"Kamalpur - Khowai Rd, Khowai, Tripura 799202",919436512943
69258,Royal Public School-Rakesh Meena,"Jamoli Pin Code 311201 School Area Rural Cluster Gups Rampura, Jamoli Block Jahajpur District Bhilwara State Rajasthan",919660577252
69334,Pratibha Academy,"Pratibha Academy, opp. Nutan Club, Nana Bazaar, Vallabh Vidyanagar, Gujarat 388120",919824279555
69342,Sri Vasavi English Medium School,"P.Anil Kumar, Join Secretary , Sri Vasavi English Medium School - Srirampura - 577542 , Hosdurga tq , Chitradurga Dist - Karnataka State",919164686024
69421,"St Rameshwar Central School ,Nirbhay Kumar Nirala","Main Road, Bharwara, Bishunathpatti, Bihar 847104",9.19470404094841E+021
69428,AJM English School,"Howriapet No.2, Kachugaon
Kokrajhar, Assam
PIN Code: 783360 (INDIA)",919957855797
69493,SGM UPPER PRIMARY SCHOOL PAGARIYA,"Village Pagariya, Pagariya, Pt. Samiti Bhawanimandi Tehsil Pachpahar, District Jhalawar, Rajasthan, Pin Code 326512",917000145435
69562,Devnandan Inter College,DHARWAN GHAZIPUR Uttar Pradesh 233302,919984551100
69575,Village Montessori School - DrShiv Mohan,"Mishrana, Khaprel Bazar, Lakhimpur, Kapoorthala Road, Kheri, Lakhimpur Kheri - 262701",919999949717
69576,Cambridge Convent School Bikaner,"sector v1, Murlidhar Vyas Colony, Bikaner, Rajasthan 334004",919782434814
69610,"BeST PU College, Raichur","Lingsugar Rd, opp. agriculture university, Daft Colony, Housing Board, Askihal, Raichur, Karnataka 584101, India",918217441724
69756,Sunny Convent Public School Haiderpur,"105, Haiderpur, Delhi, 110088",919718659687
69759,Bengal Public School - Arindam Sinha,"SH 7, Sherpur, Khargram, Ramchandrapur, West Bengal 742159",919051879456
69764,BRAHMA BABA TECHNO SCHOOL,"Janagaon,Titaguri Part-II. P.O: Titaguri B.T.A.D, Assam 783370, India",919365736204
69809,Archimedes international school,"Sant Ghat Rd, Hat Saraiya, Bettiah, Bihar 845438",917277301780
69877,Shri Bajrang College of Pharmacy Shiksha Samity,"RJ SH 14, Bhuda, Deeg, Rajasthan 321203",919828726666
70024,Enlighten Public School - krishna mohan kumar,"Maa Shitla Gali, Aurai, Muzaffarpur - 843312 (Near Arai Block)",918340424921
70031,SBSR Inter College- Avtansh Yadav,"SBSR INTER COLLEGE VILL- VIRAYAMPUR POST- PILKHANA DISTT- FARRUKHABAD PIN 209501, MOB -9528132414",919528132414
70039,KD CONVENT SCHOOL,"Vangaon, Uttar Pradesh 224151",919646720738
70105,SRPV Bhavapur-Sandeep Singh,"School Location Saharah, Mugkalyan Howrah, PIN - 711312",919839877327
70115,Tagore Central Academy,Himanshu jhankal House no 145 Gyan Vihar colony behind Queen Mary girls school ajmer  305001,91 6375476195
70156,Little Rose English school Basar,"ego yamin village, Basar, India, Arunachal Pradesh 791101",919402283816
70162,LBS College pratapgarh,"National Highway 113 Banswara, road, Pratapgarh, Rajasthan 312605",9.1759754781876E+021
70169,DS Public School-Sanad Saxena,"OCTORI NO, 08, NAWA PURBA, Firozpur, Punjab 152004",9.19653947266965E+021
70224,Saraswati Gyan Mandir,"Diwakari, Umrain Alwar, Rajasthan PIN Code: 301001",919799322242
70285,St Xaviers Point School-Vijay Dubey,"37, Suren Sarkar Road, Beliaghata, Kolkata - 700010 (Near Milan Mandir, CIT More)",918777673631
70297,"Anandi Academy, Bageshwar","Chandan Singh parihar ,C/o Anandi Academy Bankhola Mandalsera Bageshwar, Uttarakhand, Pin 263642, Mobile:9719862206, E mail: chandanparihar65@gmail.com",919758611838
70318,Vivekanand mission jivkorba English School- Kalyan Roy,"Gj Sh 143, Mamlatdar Kacheri, Talod, Sabarkantha - 383215",918866394483
74129,Green mount English school -Javed Jamal,"Green Mount School,'F’-Sector, Itanagar-791113 Arunachal Pradesh (India)",916204939994
74175,NEW ANGEL HIGHER SECONDARY SCHOOL,"New Angel Higher Secondary School, CADC, Kamalanagar I, Kamalanagar, Mizoram 796772",918132006969
74234,St. Gorakh Nath Children Academy,"St. Gorakh Nath Children Academy, near Post Office, Kandhla, Uttar Pradesh 247775",919627206946
74594,Deoria Private ITI - Pawan Kumar,"Deoria Private ITI, Krishna Nagar Deoria Khas, District - Deoria, UP 274001",918700183732
74832,Madam Curie High School-Vaishnv Garasiya,"F7HF+476, Kukdeshwar, Madhya Pradesh 458116",918965007827
75028,Jnana Mudra Public School - Kiran kalaskar,"Old, APMC Rd, Nargund, Karnataka 582207",918884407556
75356,Noon Public High School-Abdul Hussain Muntazree,"Noon Public High School sankoo,Sankoo Block, Kargil District, Jammu Kashmir State,194103",9.19622823511705E+021
75364,M.S.G.M. INTER COLLEGE KUSMARA,"Jawapur, Kishani, Mainpuri, 205119, Uttar Pradesh, India Call: 9412624204,9758669037",919758669037
75507,"Times Gurukul, Jagatsinghpur","Taradapada, Jagatsinghpur, Jagatsinghpur, Orissa, PIN Code: 754103 (INDIA)",919437021605
75574,LOTUS PUBLIC SCHOOL,"In Front of Govt. Gattani Girls School Gali, Ward No. 10, Akaltara Road, Janjgir, Dist. Janjgir-Chama (C.G.) 495668, Janjgir, India, Chhattisgarh",919300112690
75586,Sun Valley International School,"A-1, Ashok Marg, Sector-1, Vaishali, Ghaziabad, Uttar Pradesh 201010",919383184021
76003,THE SANKALP SCHOOL,"VILLAGE KARNERA, NEAR SEC 56A, BALLABGARH, FARIDABAD, HARYANA 121004",919899946414
76009,"Royal Public School, CHURHAT, SIDHI -RAJESH KUMAR GUPTA","Churhat, Madhya Pradesh 486771",919893738026
76046,SYNOD ENGLISH MISSION SCHOOL,"Ward no 2, Gauripur, Dhubri(Dist), Assam. 783331",917002833612
76602,Day Light Public School-,"Ward No 2, Virat Nagar, Virat Nagar, Satna - 485001",919098119493
77181,Vardaan Play School-Sanjit Pattnaik,"Narayani Road, Phulbani, Kandhamal, Pin: 762001",918328884977
78190,Geeta International Public School,"Ravindra Nagar, Ravindra Nagar, Padrauna - 274304 (Near Jila Mukhalaya)",919452719698- O.p Gupta
78890,Cambridge School Yadgir,"Valmiki Nagar, Yadgiri, Karnataka 585201.",919880012654
80158,SR public school - Pk Pandey,"Manjha Tarhar, near pathri bazar Gonda, India, Uttar Pradesh 271123",919792405345
80404,Future Genius Academy- Mohhan Vaishnav,"Future Genius Academy , Pathwari ke piche, High Secondary Road, Sarwar. Pin code 305403, Mobile no. - 9672970991",919672970991
80783,"Newlight Education Centre, Rajpur kanpur - pallvi chauhan","New Light Education Centre Rajpur Kanpur Dehat, near police station, Rajpur, Uttar Pradesh 209115",919336655731
80808,ram lakhan patel vidhyalaya-vikash prajapati,"Pilkhawan, Post, Barwa, Sohawal, Faizabad, Pincode-224182, Uttar Pradesh, India",919651247244
80879,St. Joseph's Convent Girls High School,"Indira Nagar, Kalaburagi, Gulbarga Karnataka 585102, India",918310554967
80920,"CHANAKYA EDUCATION GROUP, JHARELI - DEVA RAM NAIN","N.H. 58, BY PASS ROAD, Jhareli, Rajasthan 341022",919672598844
80929,Mathan School of Music-Praveen Sir,"1759 MJT Buildings, Olumbus Ramanathapuram, Coimbatore 641045",917708612830
80981,"Sai Ram International School, Manguwal,Himachal Pradesh","Sai Ram international school, Manguwal PO. Rajpura Tehsil Nalagarh District Solan, Himachal Pradesh Pin no. 174101",918352810745
81259,Stepping Stones International School,"Principal, Stepping Stones International School. Beas complex, Near Circuit House. Bilaspur HP 174001, Mob 8988155000",918988155000
81433,UP Public School,"Up public school, Vill- tenua narauli bhikham, Post -khukhundu, Distt -deoria up 274501",919717311975
81437,RK Bansal International School,"R. K. Bansal International School, Village Kamed, Ujjain-Nagda Bypass, Near Mangalnath Temple, Ujjain (MP)-456006",917694062123
81511,"Divine Public School, Gorakhpur","Bichhia Near PAC Camp
Gorakhpur- 273014",919619170850
81540,Pragya International School,"Pragya International School, Ward No 2, Pragya Road, Bijainagar Dist. Beawar Pin Code 305624",919079703698
81590,"DG Agrawal Memorial Senior Secondary School, Chinchpada","Smt. D g Agrawal Memorial English Medium School, Chinchpada Near Railway StationTal.Navapur,Dist.Nandurbar,Maharashtra,Pin. 425417",917798496551 Biju sir
81670,Sridhar's Academy,"Subbaiah colony, Avilala, Tirupati, Andhra Pradesh 517501",916302114497
81743,Rockford Academy,"ROCKFORD ACADEMY, Saribari Square, Sodang, Unhel Road, Ujjain 456006 MP",919424039311
81745,Swami Vivekanand and Rameshwar School,"Swami Vivekanand Vidyalay, Nanja Phata, Kshirsagar, Jalna Road, Bhokardan, Bhokardan, Maharashtra 431114",918208119494
81778,Seth Anandram Jaipuria School,"Sector-14-C, Vasundhara, Ghaziabad - 201012",919452351337
81808,NEW HORIZON WORLD ACADEMY,New horizon world academy Plot no 58 to 62 sector 20 koparkhairne 400709,919619595922
81814,Phoenix International,"Plot no 32 & 33, Sector 3, Airoli, Navi Mumbai 400708",919221269012
81860,Satyam Bright Future Public School Mathura,Satyam bright future public school near Bansal vatika Aurangabad road mathura 281006,916398167725
81908,"THE CRESCENT SCHOOL,Main Branch, Kaptanganj","Dr Mohd Hasib , Main Branch, The Crescent School, Chilwan, Tahsil KAPTANGANJ, Kushinagar U.P. 274301",919935000766
81910,Aakarsh career institute pvt ltd,"UJJWALA BHOYAR, ADDRESS :- AAKARSH CAREER INSTITUTE PVT LTD, 2ND FLOOR,57, PRADIP, BUILDING,MOUNT ROAD, SADAR NAGPUR, MAHARASHTRA 440001., Mob. 7020125296",917777015616
81921,Morning Glory Public High School,"School Enclave, Pur Hiran, Hoshiarpur, Punjab 146001",917347620780
81925,THE EMERALD HEIGHTS INTERNATIONAL SCHOOL,"AB Road, Rau, Opposite Akashwani, Indore, MP, India – 453331, Phone - 8720009992 / 93",918720009992
81934,legend school,"Station road, Maharaja petrol pump dumraon 802119",918709324569
82025,Rani Bhabani International School,"Rani Bhabani Vidyaniketan , Index No:-E3-099, Saderghat. Raghunathganj.Murshidabad, Pin - 742225, Phone - 03483356008/7407605008,9434441529",919434441529
82054,K.H. Memorial School,"`K H Knowledge City, Jawahar Nagar, Bhilai, Chhattisgarh 490023",919981392164
82099,S. Tech international School,"NH service road, suras chauraha NH, via, near palana temple, Pansal, Rajasthan 311802",918949084654
82179,Achievers International School School,"Achievers international school, Add:- Jawahar chowk koudiya Gadarwara Madhya Pradesh, 487555, Contact 9691606090,9907999940",918770616641
82209,Sans Public School,"3rd Cross Rd, Kanthirava Layout, Kanteerava Nagar, Nandini Layout, Bengaluru, Karnataka 560096",917760028426
82225,Samrat Ashok College,"238/239 Green Height, A-Sec, Sarvadharm Kolar, Bhopal - 462042",918718914684 Himanshu Sir
82250,Sacrarium Public School,"Post Office Rampur, Bushahr, Distt. Shimla-172001 Contact -9805900170",918988231636
82255,Silicon Acadmey,"76, Gali Number 3, Ward 7, Sanwer Road Industrial Area, Indore, Madhya Pradesh 452015",918269091343
82256,Suman convent school,"Village Ataheda Tehsil Depalpur, Depalpur, Indore - 453115 (Zila Indore)",919981130877
82257,Modern public school indore,"Son Vay - Modern Public School, Mhow, Indore, Madhya Pradesh. PIN CODE - 453332",919827913697
82259,Mohammd Shoib,"1 Khajrana Main Road Sardar Bagh, behind Patel Market, Khajrana, Indore, Madhya Pradesh 452016, Phone - 092032 07201",919300008185
82262,Mp police public hr sec school,"15th Batallion. S.A.F., Mahesh Guard Line Indore, Indore Gpo, Indore - 452001",918103891312
82264,Ryan international Indore,"97/4,VIP Parasper Nagar Near IDA Auditorium, Indore, M.P. (school website),PIN-452012",919754523332
82267,Shree hd prajapati academy,"Shri S D Prajapati academy, 91/1, Main Road, Banganga, Indore, Madhya Pradesh 452015",917000080343
82268,Shubharambh academy,"Chaman Chouraha Depalpur, Madhya Pradesh 453115 Contact - 7389655596",917389655596
82270,Gyan sagar school ujjain,"Near Abhilasha Colony Dewas Road, Gram: Hamukhedi UJJAIN - 456010 Madhya Pradesh - INDIA Phone No.: +91 - 734 - 2526176, + 91 - 7509075008",919131275717
82274,Yugantar international,"Yugantar international, Gram Undasa, Kanipura Tarana Road, Ujjain (M.P.) 456006, +91-7440371111",919039241112
82275,Samta international school,"SAMTA SHIKSHA NIKETAN Bhagwan Mahavir Marg Sagod Road Ratlam 457001 Madhya Pradesh, 07412 243066 9589324306",918989467693
82277,pakiza school Indore,"Pakiza Public School: U-Turn from Ankur Rehab Center, Sai Vihar Colony, Gram Jetpura, Near Dharampuri, Ujjain Road, Indore (M.P.) Pincode - 453555, +91 9109908802, +91 9109908804",918602050501
82279,Mahtma gandhi hr sec school,"Mahtma gandhi hr sec school, A.B Road,Shajapur, M.P. - 465 001",919981134926
82280,IES public school bhopal,"IES public school bhopal, IES CAMPUS, Kalkheda Ratibad Main Road, Bhopal - 462044. +91 9229251475.",917974333548
82286,Pankaj sahu,"Nagin Nagar, Chandan Nagar, Indore, Madhya Pradesh 452006, Phone - 074850 96731",917000668271
82287,Kids college indore,"218/2 Dharnawad, Dhar Road, Indore, Madhya Pradesh 452002",919179305288
82288,Arise global Academy,"27/B , Arise global Academy, Indira Gandhi Nagar, Kesar Bagh Road Indore Madhya Pradesh-452009, 7999750399",918959090001
82300,Adarsh Vidhyapeeth,"ADARSH VIDHYAPEETH HIGHER SECONDARY SCHOOL Sushila Sadan, Naya Mohalla Burhanpur, Madhya Pradesh, India 450331, 97540 59016",917999087076
82301,Smt. Kamala Saklecha Gyan Mandir,"Smt. Kamala Saklecha Gyan Mandir Bhanpura Dist: Mandsaur-458 775, Madhyapradesh. · +91-7427-280687 / 236563",919967059206
82302,Ms agarikala School,"Dasrangpur, Kawardha, Agrikala, 491336, Chhattisgarh, India",919131445360
82304,AVP Global,"AVP Global School Kishore Campus, Plot no. 309-310/3, Khadkod, Jalgaon-Jamod Road, Burhanpur - 450331, +91 79990 87076",918369383010
82306,Lakewood international school Ritwik pathak,"140/1,Bisnavda,Airport Road, Bisnavda, Madhya Pradesh 453112, 9930073255",919833734183
82307,Achieve Heights Pre School,"Achieve Heights Pre School, Address : MS – 10 Ratnapuri 80 feet Hanuman Tal Road, Ratlam, Madhya Pradesh, India, 457001 ; Phone No. :9907302010.",919907302010
