CRM ID,SCHOOL,ADDRESS,pincodes,REASON,CircleName,RegionName,DivisionName,OfficeName,OfficeType,Delivery,District,StateName,Mobile/Contact Number,Emails,Other Email,Contact number,Other Contacts
82698,Pragati Convent Higher Secondary School,"Devra Dev Narayan Colony, Gandhi Nagar, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,,"ravi707@gmail.com,rekhashetty03@gmail.com",,,
82699,Railway Higher Secondary School,"Railway Colony Main Rd, Ratlam Railway Colony, Railway Colony, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,"07412 230 456,0361 254 6268,095648 26748,03843 269 105","himani.biochem@gmail.com,chemant@gmail.com,writetoabhijeet@gmail.com",rajkamalprincipalic@gmail.com,9002052010,
82700,Ratlam Public School,"150/61, 62 Veeriyakhedi, Ayodya Basti, Khedi, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,"090095 91222,07412 270 057",,rps431@gmail.com,9009591222,
82701,Sai Shree Academy,"SH 10, Central Plaza Colony, Kasturba Nagar, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,07412 220 022,,santmeerahsbgm@gmail.com,"8296660587,8435803901",
82702,Saint Haider Convent High School Ratlam,"ved vyas colony, Laxman Pura, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,,,,,
82703,Samta shiksha niketan,"Shaheed Bhagat Singh Colony Main Road Palsoda, Kasturba Nagar, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,07412 243 066,,principal@samtshikshaniketan.com,,
82704,Sandhya Higher Secondary School,"Jawahar Nagar Rd, Devra Dev Narayan Colony, Indira Nagar, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,,,,,
82705,Sant Meera Convent H.S. School,"Thawariya bazar, Bohra Baakhal, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,,,,,
82706,SANT NAMDEO PUBLIC HIGHER SECONDARY SCHOOL,"ST.NAMDEO STREET, 6, Komal Nagar Rd, Komal Nagar, Alkapuri, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,099773 44804,,,,
82707,Saraswati Shishu Mandir,"Katju Nagar Main Road, Katju Nagar, Laxman Pura, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,"0120 454 5608,0551 224 4660,07412 231 484,0120 456 8119,0326 237 2669,094510 18205,0121 251 2765,0122 231 6655,05852 234 028,096300 00903,075656 81350,075322 26362,077714 97442,0121 400 1203,099816 70899,089233 18076,0674 - 2592632,077125 75830,58428127655,075422 24704,0751 405 1547,088629 91517,0512 245 0165","nikhilkbajpai@gmail.com,normamcgowan@gmail.com,zycoserajiv@gamil.com,roopasarees@yahoo.in,jahsha30@yahoo.in,pranav_w@yahoo.com,swetarko@gmail.com,ja.anuj@gmail.com,nikunjbhasin@gmail.com,varunbhall@gmail.com,upjitmangat@yahoo.com satinder05@rediffmail.com,fashion_streetindia@yahoo.co.in,capitalbookskol@yahoo.com,haripriyageetha@gmail.com,pachpatte@gmail.com,pillaipharma@gmail.com,hcaihi@gmail.com,yogascan@gmail.com,male.surya@gmail.com,raj.singh831@gmail.com,tcorporation@gmail.com,trippscool@gmail.com,now587@gmail.com,rainwaterclub@gmail.com,ouoloal@gmail.com,pvmidhun@gmail.com,sreekanthinnttf@gmail.com,scruffypuffy@gmail.com,shadrachrolland2010@gmail.com,tanmoy1@gmail.com,sureshmcajec@gmail.com,shweta.shrivastwa@gmail.com,sudhithchatterjee@gmail.com,tushkat@gmail.com,swamimanohar@gmail.com,sukritjha1@yahoomail.co.in,nitin_chandel49@rediffmail.com,kishore.rout@in.lafarge.com,nigamkamna@yahoo.com,mayur_rathor14@yahoo.com,pvrkumar29@yahoo.co.in,access_roshan@yahoo.co.in,yashwantsrivastava@gmail.com,prafull_phulkar@yahoo.co.in,azharkhaskheli@gmail.com,devtiwari230982@gmail.com,bilimvetekniktoplulugu@gmail.com,boobalan.vignesh@gmail.com,indiabrew@gmail.com,indian0144@gmail.com,sunnybunch@gmail.com,kandavelkk@gmail.com,tishasixo@gmail.com,karhirak@gmail.com,uniglobalindia@gmail.com,palak7@gmail.com,sharanyanivi@gmail.com,vsolutions@gmail.com,josetom717@gmail.com,kuldeeptr@gmail.com,www.naseefparakadavath@gmail.com,george916@gmail.com,rajibulkhayer@gmail.com,sakshi.gogoi@gmail.com,chetansharmack48@gmail.com,meeeabout@gmail.com,anjie_m@yahoo.com,g.popat@yahoo.com,kandhari@yahoo.com,ashramohamed@gmail.com,georginasjt@gmail.com,jrajasekar@gmail.com,maanojrathod@gmail.com,raj.chak.iitkgp@gmail.com,rajendravms@gmail.com,mitenrajani@gmail.com,hcldls.kolkata3@gmail.com,geoffwdunn@gmail.com,priya.is.singh@gmail.com,now654@gmail.com,ysharma786@gmail.com,mahadevbhosale@yahoo.co.uk,mahendar@yahoo.com,mahuvakar@yahoo.com,mawalkar@yahoo.com,mehbooba16@yahoo.com,mihirp@yahoo.com,miss_dance_2001@yahoo.co.uk,moham@yahoo.com,pais@yahoo.com,perukarthik@yahoo.com,pink_lady@yahoo.com,qittiyya@yahoo.com,rade@yahoo.com,raghupathy@yahoo.com,rajendrarnd@yahoo,rajushanbhag@yahoo.com,ramrakha@yahoo.com,sonajain976@gmail.com,verma.vaynika@gmail.com,shiprasehgal09@gmail.com,rajniish04@gmail.com mailus@rediffmail.com,atefamin0@gmail.com,abhisheiknsharma@gmail.com,asking76@gmail.com,butterfly37jgec@gmail.com,astrodiaries@gmail.com,bubblyricha18@gmail.com,cdrnschauhan@gmail.com,shahjahandisha@gmail.com,keralamente@gmail.com,krishan11@gmail.com,jain.phd@gmail.com,msc.alam@gmail.com,diwaker7@gmail.com,santoshkumar@gmail.com,krishnagopal@gmail.com,shekhar13@gmail.com,gulabchandagrawal@gmail.com,prchencs@gmail.com,razarumi@gmail.com,saisrini9@gmail.com,siiad3@gmail.com,srisaikishore2010@gmail.com,sbritt756@gmail.com,shailesh.shirali@gmail.com,teensin@gmail.com,shmalignant@gmail.com,simonbrown2@gmail.com,x3345hmic@gmail.com,ajay_bharti1984@yahoo.com,pravin_nilu@rediffmail.com,shri.kapil02@gmail.com,jagat_singh143@yahoo.com,karunesh.mishra@rediffmail.com,jim_252@rediffmail.com","ssm.noida@gmail.com,shrisbmpbagh@gmail,svmic16@gmail.com,ssm_suryakundgkp@rediffmail.com","7410200000,9696448764,8987878240,9905224895",
82708,Scholars School,"20, Ram Bagh Opp. Collector Office, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,07412 404 045,rekha.maitra@gmail.com,,,
82709,School of Excellence Ratlam,"Sagod Rd, Mohan Nagar, Dongre Nagar, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,07412 236 438,"prerna.chabbra@gmail.com,raymondzeh@gmail.com,rejivarghese65@gmail.com,gajanana.akki@gmail.com",,,
82710,Sh Gujrati Samaj HS School,"42, New Rd, opposite Gujrati school, Shastri Nagar, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,,rc.rajeshkumar@gmail.com,,,
82711,Shanti Niketan Institute of technology,"16, Buddeshwar Road, near Buddheshwar Temple, Tata Nagar, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,07412 265 974,,,,
82712,Shree Gujrati Samaj School,"New Rd, Shastri Nagar, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,"07412 471 961,07412 355 383",,,,
82713,Shree Nahar Convent School,"Opp Jayant Sen Dham, Bibdod, Road, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,094797 92429,"ravianalytical@gmail.com,rbisjbjrkctpy@gmail.com,reinfo646@gmail.com","naharconventhsschoolratlam@gmail.com,raivent.nahar@gmail.com",7412232234,
82714,Shri Guru Tegh Bahadur Public School,"Jawahar Marg, Shastri Nagar, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,07412 329 401,"ggargisubir@gmail.com,kssivait@gmail.com","sgtbpat@yahoo.com,pplgtb@gmail.com,info@preprimaryschools.com","09876545345,7412329401",
82715,Shri Jain Boys Higher Secondary School,"Bhagwan Mahavir Marg, Sagod Rd, Laxman Pura, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,,"navya98@gmail.com,rbaycoast@gmail.com,remold.vinay@gmail.com",,,
82716,Shri Jain High School,"Nolaipura Road, Bharava Kui, Bohra Baakhal, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,,,skijain@hotmail.com,,
82717,SHRI SANSKRITI ACADEMY,"Shri Mahaveer Sanskriti Vidya VIkas Samiti 4, opp. Jain Temple, Teja Nagar, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,07412 266 355,,,,
82718,St. Joseph's Convent School,"Mitra Niwas Road, Samta Nagar, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,"0129 405 8222,0181 223 5933,092572 17537,07412 230 168,0188 223 6134,0181-2235933,095599 11366,080 2845 7985,083388 32233,0884-2376826,02168-241031,01382-222410,01632-244083,01882-236134,01826-261163,01636-237553,0661-2642379,0475-2335528,0164 - 2211200,01812 - 20189,01632-44083,01882 - 241134,0181-235933,01826-222808,01636 - 237553,0712 266 7898,093710 31776,098727 39670","kmlkarthik@gmail.com,ads4bd@gmail.com,kalele@yahoo.com,konth@yahoo.com,kuddin51@yahoo.com,lakshman@yahoo.com,alkeshbabbar@gmail.com,cpabhilash@gmail.com,bidaexpo@gmail.com,gurubgp1@gmail.com,ambika@gmail.com,crmjobshoppee.hr@gmail.com,bhendra@gmail.com,glaxys2011@gmail.com,globalista@gmail.com,xplorezrealty@gmail.com,iikmchennai@gmail.com,tinfo.c249@yahoo.com,gopinatth@yahoo.com,gopipranav@yahoo.com,goplani@yahoo.com,gopu@yahoo.com,goradia@yahoo.com,gorania@yahoo.com,gorantla@yahoo.com,gorasia@yahoo.com,priyojitbanerjee@gmail.com,rahulsharma.rahul@gmail.com,kaeaea@gmail.com,maggirinku@gmail.com,drsteedle@gmail.com,memarskochi@gmail.com","srpramelaj@gmail.com,hspsjcs@yahoo.com,sanjosconvent@gmail.com,josbat@glide.net.in,brainwav@ndf.vsnl.net.in,stjoseph_ptk@rediffmail.com","9779682238,sanjosconvent@gmail.com,brainwav@ndf.vsnl.net.in,stjoseph_ptk@rediffmail.com,st.josephschoolkauli@gmail.com",
82719,STARFORD SCHOOL,"Near Royal Residency, Shubham Vihar, Kasturba Nagar, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,07412 471 133,,stratfordpublicschool2003@gmail.com,"7225945100,07412471133",
82720,"Sun N Shine Pvt I.T.I ,RATLAM","52, TIT Rd, Samta Nagar, Ratlam, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,07412 471 877,desairohit@gmail.com,,,
82721,THE VISION ENGLISH CLASSES,"80 FEET, HANUMAN TAAL ROAD FRONT OF HERO SEVICE CENTRE, Madhya Pradesh 457001",457001,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dhamnod B.O,BO,Delivery,RATLAM,MADHYA PRADESH,,,,,
82722,Tripti Public School,"Simlaoda, near Four lane Bridge, Ratlam, Madhya Pradesh 457441",457441,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Dantodia B.O,BO,Delivery,RATLAM,MADHYA PRADESH,,,,,
82723,Eklavya Model Residential School,"Sailana - Bodina Rd, Sailana, Madhya Pradesh 457550",457550,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Karia B.O,BO,Delivery,RATLAM,MADHYA PRADESH,"03823 252 210,(07141) 273099,(07292) 234522,0381 - 2200331,090027 92103,07413 278 801","risav@outgun.com,ibrahimmdrjy@gmail.com,prembhushan108@yahoo.co.in,burn68_00@yahoo.com,burra@yahoo.com,burraq2000@yahoo.com,ashutoshdubey123@gmail.com,m.peermydeen@gmail.com,rvsddd@gmail.com,kgkenneth159@gmail.com,prarthana@gmail.com,blackbeauty@gmail.con,sahara_generators@gmail.com,lekhrajmeena90@gmail.com,lankan22@gmail.com,seenusaras1969@gmail.com,montytawar9@gmail.com,mpgigi@gmail.com,masoretion@gmail.com,uppdhar@gmail.com,mutyalasureshh@gmail.com,krishannairandsons@gmail.com,ephilpot@gmail.com,rahul225112@gmail.com,pchraman@gmail.com,gabrielsanthanam@gmail.com,sarabjeetsingh01@gmail.com,surifinancelease@gmail.com,prabha.ana28@gmail.com,tadamdodson@gmail.com,preihit@gmail.com",garvinwaters@gmail.com,9774947483,
82724,Sanskar valley international school,"Ratlam - Banswara Rd, near saroj petrol pump, Sailana, Madhya Pradesh 457550",457550,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Karia B.O,BO,Delivery,RATLAM,MADHYA PRADESH,,publicationwwwh@gmail.com,,+91-8889533346,
82725,Emerald English School,"Kardawad Road Essar Petorl Pump Petlawad, Madhya Pradesh 457773",457773,English Medium School,Madhya Pradesh Circle,Indore Region,Ratlam Division,Barvet B.O,BO,Delivery,JHABUA,MADHYA PRADESH,,,,,
82726,RPG. ENGLISH MEDIUM SCHOOL,"New Hanuman Nagar, Abhishek Nagar, Hoshangabad, Madhya Pradesh 461001",461001,English Medium School,Madhya Pradesh Circle,DivReportingCircle,Hoshangabad Division,Narmal School Hoshangabad B.O,BO,Delivery,HOSHANGABAD,MADHYA PRADESH,098264 54651,,,,
82727,Elegance Public School,"A/6 Subhash Colony, Ashoka Garden, Bhopal, Madhya Pradesh 462023",462023,English Medium School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Govindpura S.O,PO,Delivery,BHOPAL,MADHYA PRADESH,098270 62580,,iisbenin@gmail.com,,
82728,Swapnil Convent High School,"Bhopal, Madhya Pradesh 462023, New Rajeev Nagar, Rajeev Nagar, Semra, 83, Semra Rd",462023,English Medium School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Govindpura S.O,PO,Delivery,BHOPAL,MADHYA PRADESH,090397 93706,,,,
82729,Little Angel Public School,"173, Janta Nagar, Karond, Bhopal, Madhya Pradesh 462038",462038,English Medium School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Arwaliya B.O,BO,Delivery,BHOPAL,MADHYA PRADESH,"094120 95531,090841 56666,094532 93556,094256 02420","paddy_mycreation@yahoo.co.in,kool_krisis@yahoo.com,sahai@yahoo.com,sunithabn@yahoo.com,upendra@yahoo.com,adiadimurthi@gmail.com,aelcpresident@gmail.com,vishnu_kumarsahu2000@yahoo.com",,"8445210399,9401726410",
82730,Holy Cross Academy,"Kalapani, Gondipura, Kolar Road, Bhopal, Madhya Pradesh 462042",462042,English Medium School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Amarawat Kalan B.O,BO,Delivery,BHOPAL,MADHYA PRADESH,"+1 540-286-1600,098262 85968",geraldvijai@gmail.com,lbradford@bcholycrossschool.org,,
82731,Sanskar Public School,"Kolar Road Rajved Colony, Nayapura, Sourabh Nagar, Lalita Nagar, Bhopal, Madhya Pradesh 462042",462042,English Medium School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Amarawat Kalan B.O,BO,Delivery,BHOPAL,MADHYA PRADESH,"078391 29211,075359 38481,097524 97717,098283 32351,072102 42121,098731 78476,097551 71373,088752 22244,0734 251 1371,099993 42672,098351 93931,077040 03391,099226 13288,094250 29601,070008 37873","kuruvilla@yahoo.com,shereenchand@yahoo.com,sunderpruthl@yahoo.com,taruns29yahoo.co.uk,uzma_2001_uk@yahoo.com,vibha_pk@yahoo.com,vishalbantu@yahoo.com,vsatluri@yahoo.com,liton.iitm@gmail.com,ashutosh25@gmail.com,zhpge@gmail.com,choudhury.sanchita@gmail.com,sopjekz5@mail.gmail.com,resumes.e2e@gmail.com,sriramn.narain@gmail.com,ranimotorskochi@gmail.com,srapparel@gmail.com,now562@gmail.com,avanish_rahul@yahoo.com,waypastthat@gmail.com,genxbio@gmail.com,drgvjster@gmail.com,ministerboby@gmail.com,karthik.sacred@gmail.com,hydhotel@gmail.com,san.soman@gmail.com,sheshank.me@gmail.com,sjalal19@gmail.com,s.marshall.r@gmail.com,p.v.kirankumarreddy@gmail.com,rod_dgama@yahoo.com,sharondesai@yahoo.com,shorty_20_2000_uk@yahoo.com,somji@yahoo.com,srinu52@yahoo.com,srivatsan@yahoo.com,supriya@yahoo.com,pankaj794@gmail.com","sanskarschool2009@gmail.com,contactus@sanskar.org,principal@donboscoschool.in","9999206032,8800775520",
82732,C.L.Arya Science Higher Secondary School,"EWS 168, Hoshangabad Road, Patel Nagar, Mandideep, Bhopal, Madhya Pradesh 462046",462046,English Medium School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Polaha B.O,BO,Delivery,RAISEN,MADHYA PRADESH,07480 407 169,finemax10@gmail.com,,,
82733,Golden Carry Public Higher Secondary School A Fully English Medium School,"M-84, Indra Nagar, Ward Number 21, Mandideep, Bhopal, Madhya Pradesh 462046",462046,English Medium School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Polaha B.O,BO,Delivery,RAISEN,MADHYA PRADESH,099771 21061,,,,
82734,Modern Convent School,"B 205, Mandideep Bridge, Indra Nagar, Mandideep, Bhopal, Madhya Pradesh 462046",462046,English Medium School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Polaha B.O,BO,Delivery,RAISEN,MADHYA PRADESH,"011 2508 0767,25080767,011-25080767 , 25080768,(0544) 267480,094119 10055,094250 49969,075669 31851","rishab.golecha@yahoo.com,sudhir_panigrahy@rediffmail.com,biswasrk@rediffmail.com,bikesh.maharjan@gmail.com,artemisgallery@gmail.com,marykavitha@gmail.com,y.falke@gmail.com,nirbhay.anand19@gmail.com,ashraf.choudhury5@gmail.com,powermak123@gmail.com,ashwinijangam23@gmail.com,rajivbhall@gmail.com,doj204120@gmail.com,kirtilily@gmail.com,swati.umc@gmail.com,vasanka@gmail.com,sanpuisourav03@gmail.com,tinfo.e187@gmail.com,worldelectronics58@gmail.com,svkk.in@gmail.com,anandam@yahoo.com,dilwali@yahoo.com,visionmigration@gmail.com","modernconventschool@rediffmail.com,gps_g@rediffmail.com,info@modernconventschoolobra.com,sheetal.gre@gmail.com,axelpublicschool230102@gmail.com","7081384935,9999997896",
82735,GURUKUL The Excellent English Medium School. Affiliated to CBSE New Delhi,"Madhya Pradesh State Highway 15, Bareli, Madhya Pradesh 464668",464668,English Medium School,Madhya Pradesh Circle,DivReportingCircle,Vidisha Division,Aliganj B.O,BO,Delivery,RAISEN,MADHYA PRADESH,094250 37300,,,,
82736,"Modern English Medium Higher Secondary School, Tamot","NH-12, Main Road, M.P Pin code- 464991, Raisen, Madhya Pradesh",464991,English Medium School,,,,,,,,,099267 40041,,sbvmhapur@gmail.com,,
82737,REAL ENGLISH MEDIUM HIGH SCHOOL,"Mahaveer Colony, Obaidullaganj, Madhya Pradesh 464993",464993,English Medium School,Madhya Pradesh Circle,DivReportingCircle,Bhopal Division,Bishankhedi B.O,BO,Delivery,RAISEN,MADHYA PRADESH,094244 02085,,,7840090850,
82738,Lightening Children's Paradise English Medium School,"3/1/1 Behind Acropolise College, Dongr New Mhow, Mhow, Indore - 453441 (Behind Ayurvedic College)",453441,English Medium School,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Bhagora B.O,BO,Delivery,INDORE,MADHYA PRADESH,096174 30349,,,,
82739,Maharishi convent Hr. Sec School Begumganj,"Ramnagar, Begumganj, Raisen - 464881 (Dasahra Maidan)",464881,English Medium School,Madhya Pradesh Circle,DivReportingCircle,Vidisha Division,Bhureru B.O,BO,Delivery,RAISEN,MADHYA PRADESH,098939 26803,,infodesk@klesociety.org,,
82740,The Doon School,"The Doon School, Mall Road, Dehradun, India 248003",248003,IB school,Uttarakhand Circle,DivReportingCircle,Dehradun Division,Anarwala BO,BO,Delivery,DEHRADUN,UTTARAKHAND,"0135-2759198,0135 252 6400","moderncraneservice@gmail.com,shuklanuj@gmail.com,drarungupta@gmail.com,eliaquimraone@gmail.com,mukesh.madonna@gmail.com,honswiftjohn2100@gmail.com,bluemango27@gmail.com,viji.spr@gmail.com,vishnu10jnv@gmail.com,vsbulls@yahoo.com,atul.chictex@gmail.com,drajaybansal@gmail.com,gyanbinduacademy@gmail.com,sudarshanbca@gmail.com,hhindia2001@gmail.com,finbkplc19@gmail.com,terence.aitken@gmail.com,getmeon7@gmail.com,saravanatrackcalltaxi@gmail.com,girishklm@gmail.com,mehaaipolymers@gmail.com,menabhu@gmail.com,meninweb@gmail.com,nerellak04@gmail.com,pankajpoly@gmail.com,ppefvk@gmail.com,sbisht042009@gmail.com,ramrattan62@gmail.com,khosah@yahoo.com,tank_sk@yahoo.com,bbhomes@gmail.com,acetech99@gmail.com,anubhuti.patra@gmail.com,amitabh.cbwe@gmail.com,drttanandan@gmail.com,abhishekt116@gmail.com,pro.bharti@gmail.com,rajkumar16@gmail.com,tjavedpk@gmail.com,srirambschool@gmail.com,tinnawatxtra@gmail.com,venuscindia@gmail.com,wgdecker@gmail.com,rahul_quietboy@yahoo.co.in,vinodjohn7@gmail.com,kashyapaarti_247@rediff.com,navinvirdi@rediffmail.com,mukeshfires@gmail.com,omglobus@gmail.com",summer.doon@doonschool.com,9719638840,
82741,V.K. Children Academy,"Reeds Shahab Ka Dharmshala, Betiahata Chowk, Gorakhpur, Uttar Pradesh 273001",273001,IB school,Uttar Pradesh Circle,Gorakhpur Region,Gorakhpur Division,Gorakhpur HO,HO,Delivery,GORAKHPUR,UTTAR PRADESH,094534 62462,"falconptpm@gmail.com,vinay.msc@gmail.com",,,
82742,Sahaj JanSewa Kendra & Dijital Sewa Kendra,"near gic school, near Kotwali Road, Raghav Nagar, Deoria, Uttar Pradesh 274001",274001,IB school,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Deoria HO,HO,Delivery,DEORIA,UTTAR PRADESH,070689 57526,dsouzawilliam@gmail.com,,,
82743,Akash Mobile & Grahak Seva Kendra,"Gorakhpur - Deoria Rd, Baitalpur, Uttar Pradesh 274201",274201,IB school,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Bardgonia BO,BO,Delivery,DEORIA,UTTAR PRADESH,098397 29090,vinayak.phd@gmail.com,,,
82744,Maharshi Arvind Vidya Mandir Kasia Kushinagar,"Keshav Nagar, Fazilnagar By Pass Road, Kasia, Kushinagar, Uttar Pradesh 274402",274402,IB school,Uttar Pradesh Circle,Gorakhpur Region,Deoria Division,Karmaini Premwalia BO,BO,Delivery,KUSHI NAGAR,UTTAR PRADESH,099359 09446,phd.doctor@gmail.com,,,
82745,Jag International Junior High School,"Bharatpur - Mathura Rd, Naroli, Mathura, Uttar Pradesh 281006",281006,IB school,Uttar Pradesh Circle,Agra Region,Mathura Division,Adooki BO,BO,Delivery,MATHURA,UTTAR PRADESH,082735 50044,"help.phani@gmail.com,kottilil@yahoo.com,kour@yahoo.com",,,
82746,Kasyap Vidyapeeth,"Kasyap Vidyapeeth Chetanya Gram,
Mhow Neemuch Road,Badnawar Dist Dhar MP-454 660",454660,IB school,Madhya Pradesh Circle,Indore Region,Indore Moffusil Division,Dhamanna B.O,BO,Delivery,DHAR,MADHYA PRADESH,,,,,
82747,"Oakridge International School, Gachibowli","Nanakramguda Rd, HITEC City, Khajaguda, Telangana 500008",500008,IB school,Telangana Circle,Hyderabad City Region,Hyderabad City Division,Nanakramguda B.O,BO,Delivery,HYDERABAD,TELANGANA,091333 37711,"satheesh.ananth@gmail.com,travels.gautam@gmail.com,meninweb@gmail.com,delhibullriders@gmail.com,ttbalaji67@gmail.com,metro.fabs@gmail.com,metro.infotech@gmail.com,metroplastech@gmail.com,metrosignschennai@gmail.com,gkguruprasad@gmail.com,meyyappanvisaka@gmail.com,mggarge@gmail.com,mglcarrypack@gmail.com,mgpservices@gmail.com,mgramaenergy@gmail.com,deviprasad.nv@gmail.com,selva.gingee@gmail.com,mhaskeroofing@gmail.com,mhdighe@gmail.com,gouthamvasam@gmail.com,microbase1995@gmail.com,micromacengg@gmail.com,microset1@gmail.com","info01@elementskids,nfo@hyd.silveroaks.co.in,mail@indusschool.com,rncollegehajipur@rediffmail.co","finance@hyd.silveroaks.co.in,info@rncollegehajipur.org",
82748,"R.N.S.P GIRLS HIGH SCHOOL & +2 SCHOOL,BHORE","Bhore Police Station, Thana Road, Bhorey, Bihar 841426",841426,IB school,Bihar Circle,Muzaffarpur Region,Siwan Division,Ahiyapur BO,BO,Delivery,GOPALGANJ,BIHAR,098014 62083,bhandvalkarvaibhav@gmail.com,,,
82749,HEAVEN'S KIDS SCHOOL & S.N.G.K URDU GIRLS SR. SEC SCHOOL,"USRA TOLA SEMRA THAWE GOPALGANJ, Indarwa Abdullah, Bihar 841440",841440,IB school,Bihar Circle,Muzaffarpur Region,Siwan Division,Dhatingna BO,BO,Delivery,GOPALGANJ,BIHAR,074828 38422,dalalebrahim@gmail.com,,,
